編號,詞語,語源,義項,詞類,等級,標籤,TL,POJ,方言差,近義詞,反義詞,相關詞,附註,動詞變化,翻譯,,分類
3260,投標,,4520,動,,,承包建築工程或大宗物品買賣時，承包人或買主根據招標公告的標準和條件提出價格，填寫標單參與競標。,,,,,,,tâu-pio,tâu-pio,https://sutian.moe.edu.tw/zh-hant/su/3260/#4520,財務單位、活動
3261,投稿,,4521,動,,,將文稿投到報章雜誌中，希望能被刊載。,,,,,,,tâu-kó,tâu-kó,https://sutian.moe.edu.tw/zh-hant/su/3261/#4521,文學、藝術
3262,投靠,,4522,動,,,投效、依靠他人生活。,,,5770#8059,,,,tâu-khò,tâu-khò,https://sutian.moe.edu.tw/zh-hant/su/3262/#4522,生活狀況
3263,投機,,4523,形,,,意見、理念符合。,,,4856#6811,,,,tâu-ki,tâu-ki,https://sutian.moe.edu.tw/zh-hant/su/3263/#4523,交際應酬|財務單位、活動
3263,投機,,4524,形,,,利用短暫的機會來獲取利益。,,,,,,,tâu-ki,tâu-ki,https://sutian.moe.edu.tw/zh-hant/su/3263/#4524,交際應酬|財務單位、活動
3264,找錢,,4525,動,,,買賣時，收到幣值較大的鈔票或硬幣，超過應收的數目，把超過的部分用幣值小的錢幣退還給顧客。,,V569,3196#4425,,,,tsāu-tsînn,chāu-chîⁿ,https://sutian.moe.edu.tw/zh-hant/su/3264/#4525,財務單位、活動
3265,把戲,,4526,名,,,詭計、花招。,,,10018#13759,,,,pá-hì,pá-hì,https://sutian.moe.edu.tw/zh-hant/su/3265/#4526,心理活動
3266,攻擊,,4527,動,,,進攻、進犯。以武力進攻或用言語文字詆毀。,,,,,,,kong-kik,kong-kek,https://sutian.moe.edu.tw/zh-hant/su/3266/#4527,待人處事|軍事
3267,折舊,,4528,動,,,財產或物品經歷時間或使用後，因產生耗損，以致價值減低，出售或計價的時候就按照使用年度的耗損率來折算。,,,,,,,tsiat-kū,chiat-kū,https://sutian.moe.edu.tw/zh-hant/su/3267/#4528,境況、狀態-擬物
3268,改薰,,4529,動,,,戒菸。,,,,,,,kái-hun,kái-hun,https://sutian.moe.edu.tw/zh-hant/su/3268/#4529,飲食行為
3269,杜鵑,,4530,名,,,木本植物。在春夏會開紅、紫或白色的花，可供人觀賞用。,,,,,,,tōo-kuan,tō͘-koan,https://sutian.moe.edu.tw/zh-hant/su/3269/#4530,禽類|花草樹木
3269,杜鵑,,4531,名,,,禽鳥類。嘴大、呈黑色，身體為灰褐色，胸、腹部有黑色橫條紋。尾巴白而長，也有橫紋。初夏時常在晝夜鳴叫，聲音聽起來尖銳又悲悽。,,,,,,,tōo-kuan,tō͘-koan,https://sutian.moe.edu.tw/zh-hant/su/3269/#4531,禽類|花草樹木
3270,抗議,,4532,動,,,用抗爭的方式對別人的行為或一個被決定的措施提出反對的意見。,,,1129#1539,988#1374|12879#17502,,,khòng-gī,khòng-gī,https://sutian.moe.edu.tw/zh-hant/su/3270/#4532,一般動詞-行為動詞
3271,批囊,,4533,名,,,信封。,,,3252#4511|18333,,,,phue-lông,phoe-lông,https://sutian.moe.edu.tw/zh-hant/su/3271/#4533,郵電、網路
3272,抄襲,,4534,動,,,抄錄他人的作品，作為自己的創作。,,,3198#4430,,,,tshau-si̍p,chhau-si̍p,https://sutian.moe.edu.tw/zh-hant/su/3272/#4534,文學、藝術
3273,改變,,4535,動,,,更改、變動。,,,,,,,kái-piàn,kái-piàn,https://sutian.moe.edu.tw/zh-hant/su/3273/#4535,一般動詞-行為動詞|一般動詞-活動動詞
3274,束,,4536,動,,,綑綁、束緊。,,,,,,,sok,sok,https://sutian.moe.edu.tw/zh-hant/su/3274/#4536,一般動詞-行為動詞|事、物泛稱|數詞、量詞
3274,束,,4537,動,,,約定、限制。,,,,,,,sok,sok,https://sutian.moe.edu.tw/zh-hant/su/3274/#4537,一般動詞-行為動詞|事、物泛稱|數詞、量詞
3274,束,,4538,量,,,計算綑綁成一把的東西的單位。,,,3200#4434|10749#14730,,,,sok,sok,https://sutian.moe.edu.tw/zh-hant/su/3274/#4538,一般動詞-行為動詞|事、物泛稱|數詞、量詞
3274,束,,4539,名,,,可以用來綑綁的東西。,,,,,,,sok,sok,https://sutian.moe.edu.tw/zh-hant/su/3274/#4539,一般動詞-行為動詞|事、物泛稱|數詞、量詞
3274,束,,4540,形,,,緊繃。,,,,,,,sok,sok,https://sutian.moe.edu.tw/zh-hant/su/3274/#4540,一般動詞-行為動詞|事、物泛稱|數詞、量詞
3275,步,,4541,動,,,行走。,,,,,,,pōo,pō͘,https://sutian.moe.edu.tw/zh-hant/su/3275/#4541,肢體動作|數詞、量詞
3275,步,,4542,名,,,手段、方法。,,,10479#14384,,,,pōo,pō͘,https://sutian.moe.edu.tw/zh-hant/su/3275/#4542,肢體動作|數詞、量詞
3275,步,,4543,量,,,計算步伐、程序、方法的單位。,,,,,,,pōo,pō͘,https://sutian.moe.edu.tw/zh-hant/su/3275/#4543,肢體動作|數詞、量詞
3275,步,,4544,名,,,行走時兩腳的跨距。,,,,,,,pōo,pō͘,https://sutian.moe.edu.tw/zh-hant/su/3275/#4544,肢體動作|數詞、量詞
3276,每,,4545,代,,,各個、逐一。,,,7896#10955,,,,muí,múi,https://sutian.moe.edu.tw/zh-hant/su/3276/#4545,代名詞
3277,求,,4546,動,,,乞助、懇託。,,,,,,,kiû,kiû,https://sutian.moe.edu.tw/zh-hant/su/3277/#4546,心理活動|交際應酬
3277,求,,4547,名,,,對他人的期許。,,,,,,,kiû,kiû,https://sutian.moe.edu.tw/zh-hant/su/3277/#4547,心理活動|交際應酬
3278,汫,,4548,形,,,味道淡、不鹹。,,,,13052#17720|28312#22533,,,tsiánn,chiáⁿ,https://sutian.moe.edu.tw/zh-hant/su/3278/#4548,顏色、氣味
3279,汰,,4549,副,,,不要、別、算了。,,,,,,,thài,thài,https://sutian.moe.edu.tw/zh-hant/su/3279/#4549,一般動詞-靜態動詞|副詞
3279,汰,,4550,動,,,去除沒有用處的。,,,,,,,thài,thài,https://sutian.moe.edu.tw/zh-hant/su/3279/#4550,一般動詞-靜態動詞|副詞
3280,汰,,4551,動,,,以清水漂洗。,,V708,5138#7200,,,,thuā,thōa,https://sutian.moe.edu.tw/zh-hant/su/3280/#4551,縫紉洗熨|交際應酬
3280,汰,,4552,動,,,受到他人或環境的影響而學習或改變。,,,5069#7106,,,,thuā,thōa,https://sutian.moe.edu.tw/zh-hant/su/3280/#4552,縫紉洗熨|交際應酬
3281,沃,,4553,動,,,澆、淋。,,,7505#10419,,,,ak,ak,https://sutian.moe.edu.tw/zh-hant/su/3281/#4553,一般動詞-行為動詞
3282,沉,,4554,動,,,往下落入水中。,,,4252#5982,6154#8618,,,tîm,tîm,https://sutian.moe.edu.tw/zh-hant/su/3282/#4554,顏色、氣味|境況、狀態-擬人|一般動詞-活動動詞
3282,沉,,4555,動,,,沉澱、沉積。,,,,,,,tîm,tîm,https://sutian.moe.edu.tw/zh-hant/su/3282/#4555,顏色、氣味|境況、狀態-擬人|一般動詞-活動動詞
3282,沉,,4556,形,,,形容顏色深。,,,,,,,tîm,tîm,https://sutian.moe.edu.tw/zh-hant/su/3282/#4556,顏色、氣味|境況、狀態-擬人|一般動詞-活動動詞
3282,沉,,4557,形,,,大人擔心小孩子會養不大，所以避諱用「重」，改用「沉」。,,,,,,,tîm,tîm,https://sutian.moe.edu.tw/zh-hant/su/3282/#4557,顏色、氣味|境況、狀態-擬人|一般動詞-活動動詞
3283,沐,,4558,動,,,沾染、沾汙。,,,,,,,bak,bak,https://sutian.moe.edu.tw/zh-hant/su/3283/#4558,一般動詞-行為動詞|一般動詞-靜態動詞
3283,沐,,4559,動,,,沾溼、濡溼。,,,,,,,bak,bak,https://sutian.moe.edu.tw/zh-hant/su/3283/#4559,一般動詞-行為動詞|一般動詞-靜態動詞
3283,沐,,4560,動,,,沾惹、接觸某件事或某個人。,,,,,,,bak,bak,https://sutian.moe.edu.tw/zh-hant/su/3283/#4560,一般動詞-行為動詞|一般動詞-靜態動詞
3284,沕,,4561,動,,,沉、淹沒。,,,,,,,bi̍t,bi̍t,https://sutian.moe.edu.tw/zh-hant/su/3284/#4561,一般動詞-活動動詞
3285,沖,,4562,動,,,潑灑大量的水或用水刷洗。,,,,,,,tshiâng,chhiâng,https://sutian.moe.edu.tw/zh-hant/su/3285/#4562,一般動詞-活動動詞
3285,沖,,4563,動,,,被大水撞擊或捲走。,,,,,,,tshiâng,chhiâng,https://sutian.moe.edu.tw/zh-hant/su/3285/#4563,一般動詞-活動動詞
3285,沖,,4564,動,,,水急流而下。,,,,,,,tshiâng,chhiâng,https://sutian.moe.edu.tw/zh-hant/su/3285/#4564,一般動詞-活動動詞
3286,沖,,4565,動,,,用水澆注或調和。,,,4311#6066,,,,tshiong,chhiong,https://sutian.moe.edu.tw/zh-hant/su/3286/#4565,飲食行為|相關器具、活動
3286,沖,,4566,動,,,冒犯鬼神或相剋。,,,,,,,tshiong,chhiong,https://sutian.moe.edu.tw/zh-hant/su/3286/#4566,飲食行為|相關器具、活動
3286,沖,,4567,名,,,術數用語。命理學上指厄運的破解。,,,,,,,tshiong,chhiong,https://sutian.moe.edu.tw/zh-hant/su/3286/#4567,飲食行為|相關器具、活動
3286,沖,,4568,動,,,向上直升。,,,,,,,tshiong,chhiong,https://sutian.moe.edu.tw/zh-hant/su/3286/#4568,飲食行為|相關器具、活動
3287,沙,,4569,名,,,非常細碎的石子。,,,,,,,sua,soa,https://sutian.moe.edu.tw/zh-hant/su/3287/#4569,地理|自然現象
3287,沙,,4570,形,,,摸起來灰塵很多的樣子或是質感粗糙。,,,,,,,sua,soa,https://sutian.moe.edu.tw/zh-hant/su/3287/#4570,地理|自然現象
3287,沙,,4571,形,,,瓜果肉質鬆散，像沙子一樣。,,,,,,,sua,soa,https://sutian.moe.edu.tw/zh-hant/su/3287/#4571,地理|自然現象
3288,灶,,4572,名,,,用來生火烹飪的設備。大多以磚土、石塊等材質砌成。,,V149,13890#18786,,,,tsàu,chàu,https://sutian.moe.edu.tw/zh-hant/su/3288/#4572,飲食物具|建築物、結構|數詞、量詞
3288,灶,,4573,名,,,屠宰場。,,,14469#19532,,,,tsàu,chàu,https://sutian.moe.edu.tw/zh-hant/su/3288/#4573,飲食物具|建築物、結構|數詞、量詞
3288,灶,,4574,量,,,計算家庭的單位。一家有一口灶，所以用灶來計算家庭，通常「口灶」連用。,,,,,,,tsàu,chàu,https://sutian.moe.edu.tw/zh-hant/su/3288/#4574,飲食物具|建築物、結構|數詞、量詞
3289,每日,,4575,副,,,每天。,,,7913#10989|14301#19324,,,,muí-ji̍t/muí-li̍t,múi-ji̍t/múi-li̍t,https://sutian.moe.edu.tw/zh-hant/su/3289/#4575,時間節令
3290,決心,,4576,動,,,拿定主意。,,,14603#19698,,,,kuat-sim,koat-sim,https://sutian.moe.edu.tw/zh-hant/su/3290/#4576,心理活動
3291,汽水,,4577,名,,,將碳酸氣溶於水中，再加入糖和果汁而成的飲料。,,,,,,,khì-tsuí,khì-chúi,https://sutian.moe.edu.tw/zh-hant/su/3291/#4577,食物、飲料、煙酒
3292,沃水,,4578,動,,,澆水。,,V739,,,,,ak-tsuí,ak-chúi,https://sutian.moe.edu.tw/zh-hant/su/3292/#4578,生活勞動
3293,沐手,,4579,動,,,沾手。,,,,,,,bak-tshiú,bak-chhiú,https://sutian.moe.edu.tw/zh-hant/su/3293/#4579,一般動詞-行為動詞
3293,沐手,,4580,動,,,插手、參與。,,,,,,,bak-tshiú,bak-chhiú,https://sutian.moe.edu.tw/zh-hant/su/3293/#4580,一般動詞-行為動詞
3294,沐水,,4581,動,,,沾水、碰水。,,,,,,,bak tsuí,bak chúi,https://sutian.moe.edu.tw/zh-hant/su/3294/#4581,一般動詞-行為動詞
3295,沖水,,4582,動,,,潑灑大量的水或用水刷洗。,,,13089#17770|14537#19615,,,,tshiâng-tsuí,chhiâng-chúi,https://sutian.moe.edu.tw/zh-hant/su/3295/#4582,一般動詞-行為動詞
3296,沖犯,,4583,動,,,冒犯、觸犯。,,,13016#17680|17412#23216|17412#23217,,,,tshiong-huān,chhiong-hoān,https://sutian.moe.edu.tw/zh-hant/su/3296/#4583,待人處事
3297,每年,,4584,名,,,每一年。,,,7927#11006,,,,muí-nî,múi-nî,https://sutian.moe.edu.tw/zh-hant/su/3297/#4584,時間節令
3298,沒收,,4585,動,,,強制取消私有物的所有權。,,,,,,,bu̍t-siu,bu̍t-siu,https://sutian.moe.edu.tw/zh-hant/su/3298/#4585,財務單位、活動|法律
3299,沙沙,,4586,形,,,形容吃入口中有嚼沙、酥脆的粉末感覺。,,,,,,,sua-sua,soa-soa,https://sutian.moe.edu.tw/zh-hant/su/3299/#4586,境況、狀態-擬物|性質、程度
3299,沙沙,,4587,形,,,形容觸摸灰塵的感覺。,,,,,,,sua-sua,soa-soa,https://sutian.moe.edu.tw/zh-hant/su/3299/#4587,境況、狀態-擬物|性質、程度
3300,沐沐泅,,4588,動,,,在水中掙扎，載沉載浮的游。,,,,,,,bo̍k-bo̍k-siû,bo̍k-bo̍k-siû,https://sutian.moe.edu.tw/zh-hant/su/3300/#4588,肢體動作
3300,沐沐泅,,4589,動,,,比喻身處困境，求助無門。,,,,,,,bo̍k-bo̍k-siû,bo̍k-bo̍k-siû,https://sutian.moe.edu.tw/zh-hant/su/3300/#4589,肢體動作
3301,沖沖滾,,4590,形,,,水沸騰的樣子。,,,,,,,tshiâng-tshiâng-kún,chhiâng-chhiâng-kún,https://sutian.moe.edu.tw/zh-hant/su/3301/#4590,自然現象|飲食行為
3301,沖沖滾,,4591,形,,,引申為人氣沸騰、熱鬧非凡。,,,14474#19540,,,,tshiâng-tshiâng-kún,chhiâng-chhiâng-kún,https://sutian.moe.edu.tw/zh-hant/su/3301/#4591,自然現象|飲食行為
3302,沉底,,4592,動,,,沉入在底部。,,,14046#18989,,,,tîm-té/tîm-tué,tîm-té/tîm-tóe,https://sutian.moe.edu.tw/zh-hant/su/3302/#4592,境況、狀態-擬事|一般動詞-靜態動詞
3302,沉底,,4593,形,,,比喻基礎穩固。,,,,,,,tîm-té/tîm-tué,tîm-té/tîm-tóe,https://sutian.moe.edu.tw/zh-hant/su/3302/#4593,境況、狀態-擬事|一般動詞-靜態動詞
3303,沙拉油,,4594,名,,,一種由植物種子精煉而成的食用油。,,,,,,,sa-lá-iû,sa-lá-iû,https://sutian.moe.edu.tw/zh-hant/su/3303/#4594,食物、飲料、煙酒
3304,沃肥,,4595,動,,,澆肥。為植物澆水肥。,,,9918#13631|11617#15858|11621#15863,,,,ak-puî,ak-pûi,https://sutian.moe.edu.tw/zh-hant/su/3304/#4595,農林業|生活勞動
3305,沃花,,4596,動,,,澆花。,,,,,,,ak-hue,ak-hoe,https://sutian.moe.edu.tw/zh-hant/su/3305/#4596,農林業|生活勞動
3306,沃雨,,4597,動,,,淋雨。,,,7539#10476,,,,ak-hōo,ak-hō͘,https://sutian.moe.edu.tw/zh-hant/su/3306/#4597,一般動詞-行為動詞
3307,沙挑,,4598,名,,,圓鍬。用來鏟沙土的鐵器。,,V992,,,,,sua-thio,soa-thio,https://sutian.moe.edu.tw/zh-hant/su/3307/#4598,科技、工業|生產工具
3308,汰衫,,4599,動,,,將洗潔劑洗過的衣服再用清水沖洗乾淨。,,,,,,,thuā-sann,thōa-saⁿ,https://sutian.moe.edu.tw/zh-hant/su/3308/#4599,生活勞動|縫紉洗熨
3309,沉重,,4600,形,,,形容病勢嚴重或壓力、負擔很大。,,,,10902#14921,,,tîm-tāng,tîm-tāng,https://sutian.moe.edu.tw/zh-hant/su/3309/#4600,傷疾病痛|心理狀態|生活狀況
3310,沙埔,,4601,名,,,溪流邊平坦的沙地。,,,,,,,sua-poo,soa-po͘,https://sutian.moe.edu.tw/zh-hant/su/3310/#4601,地理|自然現象
3311,沙屑,,4602,形,,,形容人囉嗦，不乾脆。,,,,7868#10910|18844,,,sua-sap,soa-sap,https://sutian.moe.edu.tw/zh-hant/su/3311/#4602,自然現象|個性風格
3311,沙屑,,4603,名,,,細沙。,,,,,,,sua-sap,soa-sap,https://sutian.moe.edu.tw/zh-hant/su/3311/#4603,自然現象|個性風格
3312,求神問佛,,4604,熟,,,求神拜佛。向神佛祈求保祐。,,,,,,,kiû-sîn-mn̄g-pu̍t,kiû-sîn-mn̄g-pu̍t,https://sutian.moe.edu.tw/zh-hant/su/3312/#4604,相關器具、活動
3313,沙茶,,4605,名,,,用扁魚、蒜酥、麻粉和各種香料調製而成的一種調味料。多用於吃火鍋時的沾醬。,,,,,,,sa-te,sa-te,https://sutian.moe.edu.tw/zh-hant/su/3313/#4605,食物、飲料、煙酒
3313,沙茶,IND001,4606,名,,,一種由沙茶及椰油為作料的烤肉醬，流行於南洋一帶，在臺灣是指沙茶醬。,,,,,,,sa-te,sa-te,https://sutian.moe.edu.tw/zh-hant/su/3313/#4606,食物、飲料、煙酒
3314,沙崙,,4607,名,,,沙丘。,,,,,,,sua-lūn,soa-lūn,https://sutian.moe.edu.tw/zh-hant/su/3314/#4607,地理|自然現象
3315,求情,,4608,動,,,請求對方顧念情誼而給與寬容。,,,,,,,kiû-tsîng,kiû-chêng,https://sutian.moe.edu.tw/zh-hant/su/3315/#4608,交際應酬
3316,束結,,4609,形,,,小巧玲瓏不虛大，而且結實大方。,,,,,,,sok-kiat,sok-kiat,https://sutian.moe.edu.tw/zh-hant/su/3316/#4609,形貌、體積
3317,沙微,,4610,動,,,瞇眼。眼睛微微閉合。本詞目常重疊使用。,,,29325#22986,,,,sa-bui,sa-bui,https://sutian.moe.edu.tw/zh-hant/su/3317/#4610,反應、表情
3318,束腰,,4611,名,,,型塑腰部的內衣，使腰部看起來更纖細。,,,,,,,sok-io,sok-io,https://sutian.moe.edu.tw/zh-hant/su/3318/#4611,衣帽鞋襪|理容、化妝
3318,束腰,,4612,動,,,束緊腰部，使腰圍看起來變細。,,,,,,,sok-io,sok-io,https://sutian.moe.edu.tw/zh-hant/su/3318/#4612,衣帽鞋襪|理容、化妝
3319,灶跤,,4613,名,,,廚房。料理三餐和食品的地方；也常被引用為常常去的地方。,,V148,11034#15104,,,,tsàu-kha,chàu-kha,https://sutian.moe.edu.tw/zh-hant/su/3319/#4613,建築物、結構
3320,沙漠,,4614,名,,,地面覆蓋沙土，乾旱缺水，植物稀少的土地。多分布在副熱帶高壓帶，年平均雨量不足二百五十公釐。,,,,,,,sua-bo̍k,soa-bo̍k,https://sutian.moe.edu.tw/zh-hant/su/3320/#4614,地理|自然現象|空間方位
3321,步數,,4615,名,,,辦法、招數。做事的方法、步驟或下棋時的布棋法。,,,968#1345|995#1381|10479#14384,,,,pōo-sòo,pō͘-sò͘,https://sutian.moe.edu.tw/zh-hant/su/3321/#4615,事、物泛稱
3322,沙線,,4616,名,,,沙洲。,,,,,,,sua-suànn,soa-sòaⁿ,https://sutian.moe.edu.tw/zh-hant/su/3322/#4616,地理|自然現象
3323,步輦,,4617,動,,,徒步、步行。,,,,,,,pōo-lián,pō͘-lián,https://sutian.moe.edu.tw/zh-hant/su/3323/#4617,肢體動作
3324,沃澹,,4618,動,,,淋溼、澆溼。,,,,,,,ak-tâm,ak-tâm,https://sutian.moe.edu.tw/zh-hant/su/3324/#4618,境況、狀態-擬人|境況、狀態-擬物
3325,束縛,,4619,動,,,拘束、被限制。,,,4022#5692,14322#19349,,,sok-pa̍k,sok-pa̍k,https://sutian.moe.edu.tw/zh-hant/su/3325/#4619,生活狀況
3326,灶頭,,4620,名,,,爐臺。指灶上的平臺，可以擺放鍋具或食品等。,,,,,,,tsàu-thâu,chàu-thâu,https://sutian.moe.edu.tw/zh-hant/su/3326/#4620,飲食物具
3327,沙龍巴斯,JPN457,4621,名,,,一種醫治酸痛用的貼布品牌。,,,,,,,sa-long-pa-suh,sa-long-pa-suh,https://sutian.moe.edu.tw/zh-hant/su/3327/#4621,醫療保健
3328,災,,4622,名,,,災害、禍害。,,,,,,,tsai,chai,https://sutian.moe.edu.tw/zh-hant/su/3328/#4622,災禍
3329,災,,4623,名,,,瘟疫，多用於動物感染的。,,,11225#15348,,,,tse,che,https://sutian.moe.edu.tw/zh-hant/su/3329/#4623,災禍
3329,災,,4624,名,,,罵人的話。,,,,,,,tse,che,https://sutian.moe.edu.tw/zh-hant/su/3329/#4624,災禍
3330,牢,,4625,名,,,飼養牲畜的地方。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4625,建築物、結構|教育、學術|副詞
3330,牢,,4626,量,,,間。計算牲口圈養房舍的單位。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4626,建築物、結構|教育、學術|副詞
3330,牢,,4627,動,,,附著、沾黏。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4627,建築物、結構|教育、學術|副詞
3330,牢,,4628,形,,,緊密結合分不開。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4628,建築物、結構|教育、學術|副詞
3330,牢,,4629,形,,,染上癮頭。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4629,建築物、結構|教育、學術|副詞
3330,牢,,4630,動,,,錄取、考取。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4630,建築物、結構|教育、學術|副詞
3330,牢,,4631,動,,,被東西卡住，無法動彈。,,,,,,,tiâu,tiâu,https://sutian.moe.edu.tw/zh-hant/su/3330/#4631,建築物、結構|教育、學術|副詞
3331,狂,,4632,動,,,情緒突然太過激烈、激動至失去控制。,,,,,,,kông,kông,https://sutian.moe.edu.tw/zh-hant/su/3331/#4632,動物形體、行為
3331,狂,,4633,形,,,氣勢壯大的、猛烈的。,,,,,,,kông,kông,https://sutian.moe.edu.tw/zh-hant/su/3331/#4633,動物形體、行為
3331,狂,,4634,動,,,熱中某件事情。,,,,,,,kông,kông,https://sutian.moe.edu.tw/zh-hant/su/3331/#4634,動物形體、行為
3331,狂,,4635,形,,,慌忙、慌亂。,,,,,,,kông,kông,https://sutian.moe.edu.tw/zh-hant/su/3331/#4635,動物形體、行為
3332,男,,4636,名,,,指男性。與女相對。,,,,189#277,,,lâm,lâm,https://sutian.moe.edu.tw/zh-hant/su/3332/#4636,泛稱|宗族、家庭|稱謂輩分
3332,男,,4637,名,,,指兒子。,,,,,,,lâm,lâm,https://sutian.moe.edu.tw/zh-hant/su/3332/#4637,泛稱|宗族、家庭|稱謂輩分
3333,疔,,4638,名,,,病名。一種毒瘡，常生於表皮內毛囊汗腺，剛開始時形如粟粒，上有白色膿頭，腫硬劇疼。,,,3353#4671,,,,ting,teng,https://sutian.moe.edu.tw/zh-hant/su/3333/#4638,傷疾病痛
3334,疕,,4639,名,,,痂。指傷口或瘡口癒合時所凝結的疤。,,,5217#7312,,,,phí,phí,https://sutian.moe.edu.tw/zh-hant/su/3334/#4639,傷疾病痛
3334,疕,,4640,名,,,粑。因為乾燥、失去水分所結成薄薄塊狀的東西。,,,,,,,phí,phí,https://sutian.moe.edu.tw/zh-hant/su/3334/#4640,傷疾病痛
3334,疕,,4641,名,,,通常擺在詞尾，表示「小」的意思。,,,,,,,phí,phí,https://sutian.moe.edu.tw/zh-hant/su/3334/#4641,傷疾病痛
3334,疕,,4642,名,,,螺類動物保護自己的硬塊。,,,,,,,phí,phí,https://sutian.moe.edu.tw/zh-hant/su/3334/#4642,傷疾病痛
3335,皂,,4643,動,,,塗鴉、塗畫。,,,,,,,tsō,chō,https://sutian.moe.edu.tw/zh-hant/su/3335/#4643,生活用品|文學、藝術
