編號,詞語,標籤,TL,POJ,TL/N.,POJ/N.,音檔,分類,類型
15025,怐,替,khòo,khò͘,khoo3,khou3,,,單字不成詞者
15026,怕,,phà,phà,pha3,pha3,,,單字不成詞者
15027,怖,,pòo,pò͘,poo3,po͘3,,,單字不成詞者
15028,怡,,î,î,i5,i5,,,單字不成詞者
15029,怦,替,phēnn,phēⁿ,phenn7,pheⁿ7,,,單字不成詞者
15030,性,白,sènn/sìnn,sèⁿ/sìⁿ,senn3/sinn3,seⁿ3/siⁿ3,,,單字不成詞者
15031,怫,替,phut,phut,phut4,phut4,,,單字不成詞者
15032,怯,,khiap,khiap,khiap4,khiap4,,,單字不成詞者
15033,或,,hi̍k,he̍k,hik8,hek8,,,單字不成詞者
15034,戾,,lē,lē,le7,le7,,,單字不成詞者
15035,抱,文,phāu,phāu,phau7,phau7,,,單字不成詞者
15036,抱,俗,pō,pō,po7,po7,,,單字不成詞者
15037,抵,白,té,té,te2,te2,,,單字不成詞者
15038,抵,文,tí,tí,ti2,ti2,,,單字不成詞者
15039,押,文,ap,ap,ap4,ap4,,,單字不成詞者
15040,拇,,bú,bú,bu2,bu2,,,單字不成詞者
15041,拈,替,ne,ne,ne1,ne1,,,單字不成詞者
15042,拉,替,la,la,la1,la1,,,單字不成詞者
15043,拉,替,lá,lá,la2,la2,,,單字不成詞者
15044,拒,白,kī/kū,kī/kū,ki7/ku7,ki7/ku7,,,單字不成詞者
15045,拒,文,kū,kū,ku7,ku7,,,單字不成詞者
15046,拓,,thok,thok,thok4,thok4,,,單字不成詞者
15047,拔,文,pua̍t,poa̍t,poat8,poat8,,,單字不成詞者
15048,拘,,khu,khu,khu1,khu1,,,單字不成詞者
15049,拙,,tsuat,choat,choat4,choat4,,,單字不成詞者
15050,斧,文,hú,hú,hu2,hu2,,,單字不成詞者
15051,斧,白,póo,pó͘,poo2,po͘2,,,單字不成詞者
15052,於,,î,î,i5,i5,,,單字不成詞者
15053,昂,,gông,gông,gong5,gong5,,,單字不成詞者
15054,昆,,khun,khun,khun1,khun1,,,單字不成詞者
15055,昇,,sing,seng,seng1,seng1,,,單字不成詞者
15056,昊,,hō,hō,ho7,ho7,,,單字不成詞者
15057,昌,,tshiong,chhiong,chhiong1,chhiong1,,,單字不成詞者
15058,明,白,bîn,bîn,bin5,bin5,,,單字不成詞者
15059,明,文,bîng,bêng,bing5,beng5,,,單字不成詞者
15060,明,白,mê,mê,me5,me5,,,單字不成詞者
15061,明,白,miâ,miâ,mia5,mia5,,,單字不成詞者
15062,昏,白,hng,hng,hng1,hng1,,,單字不成詞者
15063,昏,文,hun,hun,hun1,hun1,,,單字不成詞者
15064,易,,ī,ī,i7,i7,,,單字不成詞者
15065,易,白,ia̍h,ia̍h,iah8,iah8,,,單字不成詞者
15066,易,文,i̍k,e̍k,ik8,ek8,,,單字不成詞者
15067,昔,,sik,sek,sek4,sek4,,,單字不成詞者
15068,朋,,pîng,pêng,peng5,peng5,,,單字不成詞者
15069,杭,,hâng,hâng,hang5,hang5,,,單字不成詞者
15070,杰,,kia̍t,kia̍t,kiat8,kiat8,,,單字不成詞者
15071,杵,,thú,thú,thu2,thu2,,,單字不成詞者
15072,杷,,pê,pê,pe5,pe5,,,單字不成詞者
15073,松,白,tshîng,chhêng,chheng5,chheng5,,,單字不成詞者
15074,松,文,siông,siông,siong5,siong5,,,單字不成詞者
15075,松,替,sóng,sóng,song2,song2,,,單字不成詞者
15076,枉,,óng,óng,ong2,ong2,,,單字不成詞者
15077,析,,sik,sek,sek4,sek4,,,單字不成詞者
15078,枕,,tsím,chím,chim2,chim2,,,單字不成詞者
15079,果,白,kué/ké,kóe/ké,kue2/ke2,koe2/ke2,,,單字不成詞者
15080,枝,文,tsi,chi,chi1,chi1,,,單字不成詞者
15081,欣,,him,him,him1,him1,,,單字不成詞者
15082,歧,,kî,kî,ki5,ki5,,,單字不成詞者
15083,沓,,ta̍p,ta̍p,tap8,tap8,,,單字不成詞者
15084,沸,,huì,hùi,hui3,hui3,,,單字不成詞者
15085,況,,hóng,hóng,hong2,hong2,,,單字不成詞者
15086,泄,,siat,siat,siat4,siat4,,,單字不成詞者
15087,泊,,po̍k,po̍k,pok8,pok8,,,單字不成詞者
15088,泊,,phik,phek,phek4,phek4,,,單字不成詞者
15089,泌,,pì,pì,pi3,pi3,,,單字不成詞者
15090,泓,,hông,hông,hong5,hong5,,,單字不成詞者
15091,泛,,huàn,hoàn,huan3,hoan3,,,單字不成詞者
15092,泛,,huān,hoān,huan7,hoan7,,,單字不成詞者
15093,泡,替,pho̍k,pho̍k,phok8,phok8,,,單字不成詞者
15094,泣,,khip,khip,khip4,khip4,,,單字不成詞者
15095,泥,,nî,nî,ni5,ni5,,,單字不成詞者
15096,泱,,iong,iong,iong1,iong1,,,單字不成詞者
15097,泳,,íng,éng,ing2,eng2,,,單字不成詞者
15098,炙,替,tsià,chià,chia3,chia3,,,單字不成詞者
15099,爭,文,tsing,cheng,cheng1,cheng1,,,單字不成詞者
15100,爸,替,pah,pah,pah4,pah4,,,單字不成詞者
15101,牧,,bo̍k,bo̍k,bok8,bok8,,,單字不成詞者
15102,物,白,mih,mih,mih4,mih4,,,單字不成詞者
15103,狀,文,tsiōng,chiōng,chiong7,chiong7,,,單字不成詞者
15104,狀,文,tsōng,chōng,chong7,chong7,,,單字不成詞者
15105,狎,,a̍p,a̍p,ap8,ap8,,,單字不成詞者
15106,狐,,hôo,hô͘,hoo5,hou5,,,單字不成詞者
15107,狗,文,kóo,kó͘,koo2,kou2,,,單字不成詞者
15108,玩,文,guán,goán,guan2,goan2,,,單字不成詞者
15109,玩,白,uán,oán,oan2,oan2,,,單字不成詞者
15110,玫,,muî,mûi,mui5,mui5,,,單字不成詞者
15111,的,,tik,tek,tek4,tek4,,,單字不成詞者
15112,的,,ti̍k,te̍k,tek8,tek8,,,單字不成詞者
15113,盲,替,mê/mî,mê/mî,me5/mi5,me5/mi5,,,單字不成詞者
15114,盲,,môo,mô͘,moo5,mou5,,,單字不成詞者
15115,祀,白,sāi,sāi,sai7,sai7,,,單字不成詞者
15116,祀,文,sū,sū,su7,su7,,,單字不成詞者
15117,秉,,píng,péng,peng2,peng2,,,單字不成詞者
15118,穹,,kiong,kiong,kiong1,kiong1,,,單字不成詞者
15119,空,文,khong,khong,khong1,khong1,,,單字不成詞者
15120,空,白,khàng,khàng,khang3,khang3,,,單字不成詞者
15121,空,文,khòng,khòng,khong3,khong3,,,單字不成詞者
15122,竺,,tiok,tiok,tiok4,tiok4,,,單字不成詞者
15123,羌,,kiong,kiong,kiong1,kiong1,,,單字不成詞者
15124,肥,文,huî,hûi,hui5,hui5,,,單字不成詞者
15125,肨,替,hàng,hàng,hang3,hang3,,,單字不成詞者
15126,肩,文,kian,kian,kian1,kian1,,,單字不成詞者
15127,肩,白,king,keng,king1,keng1,,,單字不成詞者
15128,肴,,ngâu,ngâu,ngau5,ngau5,,,單字不成詞者
15129,臥,,ngōo,ngō͘,ngoo7,ngou7,,,單字不成詞者
15130,舍,,sià,sià,sia3,sia3,,,單字不成詞者
15131,芙,文,hû,hû,hu5,hu5,,,單字不成詞者
15132,芙,白,phû,phû,phu5,phu5,,,單字不成詞者
15133,芝,,tsi,chi,chi1,chi1,,,單字不成詞者
15134,芟,文,san,san,san1,san1,,,單字不成詞者
15135,芡,,khiàm,khiàm,khiam3,khiam3,,,單字不成詞者
15136,芥,文,kài,kài,kai3,kai3,,,單字不成詞者
15137,芥,白,kè,kè,ke3,ke3,,,單字不成詞者
15138,芥,白,kuà,kòa,kua3,koa3,,,單字不成詞者
15139,芫,替,iân,iân,ian5,ian5,,,單字不成詞者
15140,芬,,hun,hun,hun1,hun1,,,單字不成詞者
15141,芭,,pa,pa,pa1,pa1,,,單字不成詞者
15142,芳,文,hong,hong,hong1,hong1,,,單字不成詞者
15143,芷,,tsí,chí,chi2,chi2,,,單字不成詞者
15144,芹,,khîn/khûn,khîn/khûn,khin5/khun5,khin5/khun5,,,單字不成詞者
15145,芽,文,gâ,gâ,ga5,ga5,,,單字不成詞者
15146,虎,,hu,hu,hu1,hu1,,,單字不成詞者
15147,虱,,sat,sat,sat4,sat4,,,單字不成詞者
15148,迌,替,thô,thô,tho5,tho5,,,單字不成詞者
15149,迎,白,giâ,giâ,gia5,gia5,,,單字不成詞者
15150,迎,文,gîng,gêng,ging5,geng5,,,單字不成詞者
15151,返,,huán,hoán,huan2,hoan2,,,單字不成詞者
15152,邸,,tí,tí,ti2,ti2,,,單字不成詞者
15153,采,,tshái,chhái,chhai2,chhai2,,,單字不成詞者
15154,長,文,tsióng,chióng,chiong2,chiong2,,,單字不成詞者
15155,長,文,tiông,tiông,tiong5,tiong5,,,單字不成詞者
15156,阻,,tsóo,chó͘,choo2,cho͘2,,,單字不成詞者
15157,阿,文,o,o,o1,o1,,,單字不成詞者
15158,阿,,oo,o͘,oo1,o͘1,,,單字不成詞者
15159,陀,,tôo,tô͘,too5,to͘5,,,單字不成詞者
15160,附,,hū,hū,hu7,hu7,,,單字不成詞者
15161,亮,,liāng,liāng,liang7,liang7,,,單字不成詞者
15162,亮,,liōng,liōng,liong7,liong7,,,單字不成詞者
15163,侮,,bú,bú,bu2,bu2,,,單字不成詞者
15164,侯,白,hâu,hâu,hau5,hau5,,,單字不成詞者
15165,侯,文,hôo,hô͘,hoo5,hou5,,,單字不成詞者
15166,便,白,pân,pân,pan5,pan5,,,單字不成詞者
15167,係,,hē,hē,he7,he7,,,單字不成詞者
15168,促,文,tshiok,chhiok,chhiok4,chhiok4,,,單字不成詞者
15169,俄,白,gô,gô,go5,go5,,,單字不成詞者
15170,俄,文,ngôo,ngô͘,ngoo5,ngou5,,,單字不成詞者
15171,俊,,tsùn,chùn,chun3,chun3,,,單字不成詞者
15172,俍,替,lāng,lāng,lang7,lang7,,,單字不成詞者
15173,俏,,tshiàu,chhiàu,chhiau3,chhiau3,,,單字不成詞者
15174,俐,,lī,lī,li7,li7,,,單字不成詞者
15175,俘,,hu,hu,hu1,hu1,,,單字不成詞者
15176,俚,,lí,lí,li2,li2,,,單字不成詞者
15177,俞,,jû/lû,jû/lû,ju5/lu5,ju5/lu5,,,單字不成詞者
15178,俠,,kiap,kiap,kiap4,kiap4,,,單字不成詞者
15179,冒,,mōo,mō͘,moo7,mou7,,,單字不成詞者
15180,則,,tsik,chek,chek4,chek4,,,單字不成詞者
15181,削,文,siat,siat,siat4,siat4,,,單字不成詞者
15182,前,替,tsûn,chûn,chun5,chun5,,,單字不成詞者
15183,勁,,kìng,kèng,king3,keng3,,,單字不成詞者
15184,勁,,kīng,kēng,king7,keng7,,,單字不成詞者
15185,勃,,pu̍t,pu̍t,put8,put8,,,單字不成詞者
15186,勉,,bián,bián,bian2,bian2,,,單字不成詞者
15187,厚,文,hōo,hō͘,hoo7,hou7,,,單字不成詞者
15188,叛,,puān,poān,poan7,poan7,,,單字不成詞者
15189,咪,替,bî,bî,bi5,bi5,,,單字不成詞者
15190,咫,,tsí,chí,chi2,chi2,,,單字不成詞者
15191,咬,文,ngáu,ngáu,ngau2,ngau2,,,單字不成詞者
15192,咯,,lo̍k,lo̍k,lok8,lok8,,,單字不成詞者
15193,咳,替,ka,ka,ka1,ka1,,,單字不成詞者
15194,咳,替,kha,kha,kha1,kha1,,,單字不成詞者
15195,咽,,ian,ian,ian1,ian1,,,單字不成詞者
15196,咾,替,ló,ló,lo2,lo2,,,單字不成詞者
15197,哈,,hah,hah,hah4,hah4,,,單字不成詞者
15198,哉,替,tsài,chài,chai3,chai3,,,單字不成詞者
15199,垂,替,sê,sê,se5,se5,,,單字不成詞者
15200,垂,白,suê,sôe,soe5,soe5,,,單字不成詞者
15201,型,,hîng,hêng,hing5,heng5,,,單字不成詞者
15202,垢,,káu,káu,kau2,kau2,,,單字不成詞者
15203,垣,,uân,oân,oan5,oan5,,,單字不成詞者
15204,姚,文,iâu,iâu,iau5,iau5,,,單字不成詞者
15205,姚,白,iô,iô,io5,io5,,,單字不成詞者
15206,姜,文,kiong,kiong,kiong1,kiong1,,,單字不成詞者
15207,姜,文,khiong,khiong,khiong1,khiong1,,,單字不成詞者
15208,姜,白,khiunn,khiuⁿ,khiunn1,khiunn1,,,單字不成詞者
15209,姜,白,kiunn,kiuⁿ,kiunn1,kiunn1,,,單字不成詞者
15210,姦,,kan,kan,kan1,kan1,,,單字不成詞者
15211,姪,文,tsit,chit,chit4,chit4,,,單字不成詞者
15212,姪,白,ti̍t,ti̍t,tit8,tit8,,,單字不成詞者
15213,姻,,in,in,in1,in1,,,單字不成詞者
15214,姼,,tshit,chhit,chhit4,chhit4,,,單字不成詞者
15215,姿,,tsu,chu,chu1,chu1,,,單字不成詞者
15216,威,,ui,ui,ui1,ui1,,,單字不成詞者
15217,娃,,ua,oa,oa1,oa1,,,單字不成詞者
15218,客,文,khik,khek,khik4,khek4,,,單字不成詞者
15219,宣,,suan,soan,soan1,soan1,,,單字不成詞者
15220,宥,,iū,iū,iu7,iu7,,,單字不成詞者
15221,宦,,huān,hoān,huan7,hoan7,,,單字不成詞者
15222,屋,,ok,ok,ok4,ok4,,,單字不成詞者
15223,屎,文,sú,sú,su2,su2,,,單字不成詞者
15224,屏,白,pîn,pîn,pin5,pin5,,,單字不成詞者
15225,屏,文,pîng,pêng,peng5,peng5,,,單字不成詞者
15226,峇,替,bâ,bâ,ba5,ba5,,,單字不成詞者
15227,帥,,suì,sùi,sui3,sui3,,,單字不成詞者
15228,帥,,suè,sòe,soe3,soe3,,,單字不成詞者
15229,幽,,iu,iu,iu1,iu1,,,單字不成詞者
15230,度,,to̍k,to̍k,tok8,tok8,,,單字不成詞者
15231,建,,kiàn,kiàn,kian3,kian3,,,單字不成詞者
15232,彥,,gān,gān,gan7,gan7,,,單字不成詞者
15233,彥,,giān,giān,gian7,gian7,,,單字不成詞者
15234,待,白,tāi,tāi,tai7,tai7,,,單字不成詞者
15235,後,白,hāu,hāu,hau7,hau7,,,單字不成詞者
15236,後,文,hiō,hiō,hio7,hio7,,,單字不成詞者
15237,後,文,hōo,hō͘,hoo7,hou7,,,單字不成詞者
15238,怎,,tsuánn,chóaⁿ,choann2,choaⁿ2,,,單字不成詞者
15239,怒,,nōo,nō͘,noo7,nou7,,,單字不成詞者
15240,思,白,si,si,si1,si1,,,單字不成詞者
15241,思,,sù,sù,su3,su3,,,單字不成詞者
15242,恂,,sún,sún,sun2,sun2,,,單字不成詞者
15243,恆,,hîng,hêng,hing5,heng5,,,單字不成詞者
15244,恍,文,hóng,hóng,hong2,hong2,,,單字不成詞者
15245,恍,白,huánn,hóaⁿ,huann2,hoann2,,,單字不成詞者
15246,恢,俗,hue,hoe,hue1,hoe1,,,單字不成詞者
15247,恢,,khue,khoe,khue1,khoe1,,,單字不成詞者
15248,恨,白,hīn/hūn,hīn/hūn,hin7/hun7,hin7/hun7,,,單字不成詞者
15249,扁,文,pián,pián,pian2,pian2,,,單字不成詞者
15250,扁,替,pún,pún,pun2,pun2,,,單字不成詞者
15251,括,,kuat,koat,kuat4,koat4,,,單字不成詞者
15252,拯,,tsín,chín,chin2,chin2,,,單字不成詞者
15253,拱,,kióng,kióng,kiong2,kiong2,,,單字不成詞者
15254,拼,,phing,pheng,pheng1,pheng1,,,單字不成詞者
15255,拾,,si̍p,si̍p,sip8,sip8,,,單字不成詞者
15256,持,文,tshî,chhî,chhi5,chhi5,,,單字不成詞者
15257,持,白,tî,tî,ti5,ti5,,,單字不成詞者
15258,指,替,tsíng,chéng,cheng2,cheng2,,,單字不成詞者
15259,按,替,án,án,an2,an2,,,單字不成詞者
15260,挑,文,thiau,thiau,thiau1,thiau1,,,單字不成詞者
15261,挑,,thiáu,thiáu,thiau2,thiau2,,,單字不成詞者
15262,既,,kì,kì,ki3,ki3,,,單字不成詞者
15263,星,白,san,san,san1,san1,,,單字不成詞者
15264,映,白,ìng,èng,ing3,eng3,,,單字不成詞者
15265,映,文,iòng,iòng,iong3,iong3,,,單字不成詞者
15266,昧,,māi,māi,mai7,mai7,,,單字不成詞者
15267,昨,,tsa,cha,cha1,cha1,,,單字不成詞者
15268,昨,,tso̍h,cho̍h,choh8,choh8,,,單字不成詞者
15269,昭,,tsiau,chiau,chiau1,chiau1,,,單字不成詞者
15270,昱,,io̍k,io̍k,iok8,iok8,,,單字不成詞者
15271,枯,,koo,ko͘,koo1,kou1,,,單字不成詞者
15272,枴,白,kuáinn,koáiⁿ,kuainn2,koainn2,,,單字不成詞者
15273,架,文,kà,kà,ka3,ka3,,,單字不成詞者
15274,枷,文,ka,ka,ka1,ka1,,,單字不成詞者
15275,枸,,kóo,kó͘,koo2,kou2,,,單字不成詞者
15276,柄,文,pìng,pèng,peng3,peng3,,,單字不成詞者
15277,柏,白,peh,peh,peh4,peh4,,,單字不成詞者
15278,柏,文,pik,pek,pek4,pek4,,,單字不成詞者
15279,某,,bóo,bó͘,boo2,bou2,,,單字不成詞者
15280,柔,,jiû/liû,jiû/liû,jiu5/liu5,jiu5/liu5,,,單字不成詞者
15281,查,俗,tsa,cha,cha1,cha1,,,單字不成詞者
15282,查,替,tsa,cha,cha1,cha1,,,單字不成詞者
15283,柩,,kiū,kiū,kiu7,kiu7,,,單字不成詞者
15284,柫,替,put,put,put4,put4,,,單字不成詞者
15285,柬,,kán,kán,kan2,kan2,,,單字不成詞者
15286,柯,,kho,kho,kho1,kho1,,,單字不成詞者
15287,柱,文,tsū,chū,chu7,chu7,,,單字不成詞者
15288,柳,,liú,liú,liu2,liu2,,,單字不成詞者
15289,柵,,tshik,chhek,chhek4,chhek4,,,單字不成詞者
15290,柵,俗,sa,sa,sa1,sa1,,,單字不成詞者
15291,殃,,iong,iong,iong1,iong1,,,單字不成詞者
15292,段,文,tuān,toān,toan7,toan7,,,單字不成詞者
15293,洋,文,iông,iông,iong5,iong5,,,單字不成詞者
15294,洛,,lo̍k,lo̍k,lok8,lok8,,,單字不成詞者
15295,津,文,tsin,chin,chin1,chin1,,,單字不成詞者
15296,洪,白,âng,âng,ang5,ang5,,,單字不成詞者
15297,洪,文,hông,hông,hong5,hong5,,,單字不成詞者
15298,活,文,hua̍t,hoa̍t,huat8,hoat8,15298(1).mp3,才智能力|一般動詞-活動動詞,主詞目
15299,炫,,hiān,hiān,hian7,hian7,,,單字不成詞者
15300,炳,,píng,péng,peng2,peng2,,,單字不成詞者
15301,炸,替,tsia̍h,chia̍h,chiah8,chiah8,,,單字不成詞者
15302,牲,白,senn/sinn,seⁿ/siⁿ,senn1/sinn1,seⁿ1/siⁿ1,,,單字不成詞者
15303,牲,文,sing,seng,seng1,seng1,,,單字不成詞者
15304,狡,,káu,káu,kau2,kau2,,,單字不成詞者
15305,玲,,lîng,lêng,ling5,leng5,,,單字不成詞者
15306,玲,替,lin,lin,lin1,lin1,,,單字不成詞者
15307,玻,,po,po,po1,po1,,,單字不成詞者
15308,珊,,suan,soan,soan1,soan1,,,單字不成詞者
15309,珍,白,tsin,chin,chin1,chin1,,,單字不成詞者
15310,珍,文,tin,tin,tin1,tin1,,,單字不成詞者
15311,甚,,sīm,sīm,sim7,sim7,,,單字不成詞者
15312,甭,,bàng,bàng,bang3,bang3,15312(1).mp3,副詞,主詞目
15313,界,文,kài,kài,kai3,kai3,,,單字不成詞者
15314,界,白,kè/kuè,kè/kòe,ke3/kue3,ke3/koe3,,,單字不成詞者
15315,疫,白,ia̍h,ia̍h,iah8,iah8,,,單字不成詞者
15316,疫,文,i̍k,e̍k,ik8,ek8,,,單字不成詞者
15317,皇,,hông,hông,hong5,hong5,,,單字不成詞者
15318,盈,,îng,êng,ing5,eng5,,,單字不成詞者
15319,相,白,siunn,siuⁿ,siunn1,siuⁿ1,,,單字不成詞者
15320,盼,,phàn,phàn,phan3,phan3,,,單字不成詞者
15321,盾,,tún,tún,tun2,tun2,,,單字不成詞者
15322,矜,白,king,keng,king1,keng1,,,單字不成詞者
15323,矜,文,khim,khim,khim1,khim1,,,單字不成詞者
15324,砂,文,se,se,se1,se1,,,單字不成詞者
15325,砌,,kih,kih,kih4,kih4,,,單字不成詞者
15326,砍,,khám,khám,kham2,kham2,,,單字不成詞者
15327,砒,替,phi,phi,phi1,phi1,,,單字不成詞者
15328,研,文,gián,gián,gian2,gian2,,,單字不成詞者
15329,祈,,kî,kî,ki5,ki5,,,單字不成詞者
15330,祉,,tsí,chí,chi2,chi2,,,單字不成詞者
15331,禹,,ú,ú,u2,u2,,,單字不成詞者
15332,秒,文,biáu,biáu,biau2,biau2,,,單字不成詞者
15333,穿,文,tshuan,chhoan,chhoan1,chhoan1,,,單字不成詞者
15334,突,,tu̍t,tu̍t,tut8,tut8,,,單字不成詞者
15335,竿,,kuann,koaⁿ,kuann1,koann1,,,單字不成詞者
15336,紀,,kí,kí,ki2,ki2,,,單字不成詞者
15337,紂,,tiū,tiū,tiu7,tiu7,,,單字不成詞者
15338,缸,文,kong,kong,kong1,kong1,,,單字不成詞者
15339,耶,,iâ,iâ,ia5,ia5,,,單字不成詞者
15340,背,,puè,pòe,poe3,poe3,,,單字不成詞者
15341,胖,,phàng,phàng,phang3,phang3,,,單字不成詞者
15342,胛,,kah,kah,kah4,kah4,,,單字不成詞者
15343,胞,,pau,pau,pau1,pau1,,,單字不成詞者
15344,胡,文,hôo,hô͘,hoo5,hou5,,,單字不成詞者
15345,胡,白,ôo,ô͘,oo5,o͘5,,,單字不成詞者
15346,舢,,sam,sam,sam1,sam1,,,單字不成詞者
15347,苑,,uán,oán,oan2,oan2,,,單字不成詞者
15348,苒,,jiâm/liâm,jiâm/liâm,jiam5/liam5,jiam5/liam5,,,單字不成詞者
15349,苓,,lîng,lêng,ling5,leng5,,,單字不成詞者
15350,苔,文,thai,thai,thai1,thai1,,,單字不成詞者
15351,苔,白,thî,thî,thi5,thi5,,,單字不成詞者
15352,苗,,biâu,biâu,biau5,biau5,,,單字不成詞者
15353,苛,,kho,kho,kho1,kho1,,,單字不成詞者
15354,苞,,pau,pau,pau1,pau1,,,單字不成詞者
15355,苟,,kóo,kó͘,koo2,kou2,,,單字不成詞者
15356,若,文,jio̍k/lio̍k,jio̍k/lio̍k,jiok8/liok8,jiok8/liok8,,,單字不成詞者
15357,苦,替,ku,ku,ku1,ku1,,,單字不成詞者
15358,苧,白,tē/tuē,tē/tōe,te7/toe7,te7/toe7,15358(1).mp3,蔬果作物,主詞目
15359,苧,文,thú,thú,thu2,thu2,,,單字不成詞者
15360,英,,ing,eng,ing1,eng1,,,單字不成詞者
15361,苳,,tang,tang,tang1,tang1,,,單字不成詞者
15362,莓,白,m̂,m̂,m5,m5,,,單字不成詞者
15363,茂,,bōo,bō͘,boo7,bou7,,,單字不成詞者
15364,范,,huān,hoān,huan7,hoan7,,,單字不成詞者
15365,茄,,ka,ka,ka1,ka1,,,單字不成詞者
15366,茅,白,hm̂,hm̂,hm5,hm5,,,單字不成詞者
15367,茅,文,mâu,mâu,mau5,mau5,,,單字不成詞者
15368,茉,,ba̍k,ba̍k,bak8,bak8,,,單字不成詞者
15369,茉,,bua̍h,boa̍h,buah8,boah8,,,單字不成詞者
15370,虐,白,gi̍k,ge̍k,gik8,gek8,,,單字不成詞者
15371,虐,白,gio̍h,gio̍h,gioh8,gioh8,,,單字不成詞者
15372,虐,文,gio̍k,gio̍k,giok8,giok8,,,單字不成詞者
15373,虼,替,ka,ka,ka1,ka1,,,單字不成詞者
15374,要,,iau,iau,iau1,iau1,,,單字不成詞者
15375,要,,iàu,iàu,iau3,iau3,,,單字不成詞者
15376,訃,,hù,hù,hu3,hu3,,,單字不成詞者
15377,計,白,kì,kì,ki3,ki3,,,單字不成詞者
15378,貞,,tsing,cheng,cheng1,cheng1,,,單字不成詞者
15379,軌,,kuí,kúi,kui2,kui2,,,單字不成詞者
15380,迦,,khia,khia,khia1,khia1,,,單字不成詞者
15381,迪,,ti̍k,te̍k,tek8,tek8,,,單字不成詞者
15382,迭,,tia̍t,tia̍t,tiat8,tiat8,,,單字不成詞者
15383,述,,su̍t,su̍t,sut8,sut8,,,單字不成詞者
15384,郁,,hiok,hiok,hiok4,hiok4,,,單字不成詞者
15385,郎,,lang,lang,lang1,lang1,,,單字不成詞者
15386,郎,白,nn̂g,nn̂g,nng5,nng5,,,單字不成詞者
15387,酋,,siû,siû,siu5,siu5,,,單字不成詞者
15388,陋,,lōo,lō͘,loo7,lou7,,,單字不成詞者
15389,陌,,bi̍k,be̍k,bik8,bek8,,,單字不成詞者
15390,韋,,uî,ûi,ui5,ui5,,,單字不成詞者
15391,韭,,kú,kú,ku2,ku2,,,單字不成詞者
15392,飛,替,hue,hoe,hue1,hoe1,,,單字不成詞者
15393,首,,siú,siú,siu2,siu2,,,單字不成詞者
15394,香,文,hiang,hiang,hiang1,hiang1,,,單字不成詞者
15395,香,文,hiong,hiong,hiong1,hiong1,,,單字不成詞者
15396,乘,,sîng,sêng,seng5,seng5,,,單字不成詞者
15397,乘,,sīng,sēng,seng7,seng7,,,單字不成詞者
15398,俯,,hú,hú,hu2,hu2,,,單字不成詞者
15399,俱,,khū,khū,khu7,khu7,,,單字不成詞者
15400,俳,替,pai,pai,pai1,pai1,,,單字不成詞者
15401,俳,,pâi,pâi,pai5,pai5,,,單字不成詞者
15402,俸,,hōng,hōng,hong7,hong7,,,單字不成詞者
15403,倆,,lióng,lióng,liong2,liong2,,,單字不成詞者
15404,倉,文,tshong,chhong,chhong1,chhong1,,,單字不成詞者
15405,倒,替,tho̍h,tho̍h,thoh8,thoh8,,,單字不成詞者
15406,倖,,hīng,hēng,hing7,heng7,,,單字不成詞者
15407,候,,hāu,hāu,hau7,hau7,,,單字不成詞者
15408,倚,文,í,í,i2,i2,,,單字不成詞者
15409,借,文,tsià,chià,chia3,chia3,,,單字不成詞者
15410,倡,,tshiong,chhiong,chhiong1,chhiong1,,,單字不成詞者
15411,倡,,tshiòng,chhiòng,chhiong3,chhiong3,,,單字不成詞者
15412,倦,,kuān,koān,kuan7,koan7,,,單字不成詞者
15413,倫,,lûn,lûn,lun5,lun5,,,單字不成詞者
15414,倭,,e,e,e1,e1,,,單字不成詞者
15415,冥,,bîng,bêng,bing5,beng5,,,單字不成詞者
15416,凊,文,tshìng,chhèng,chheng3,chheng3,,,單字不成詞者
15417,凋,,tiau,tiau,tiau1,tiau1,,,單字不成詞者
15418,凌,,lîng,lêng,ling5,leng5,,,單字不成詞者
15419,剔,文,thik,thek,thek4,thek4,,,單字不成詞者
15420,剖,,phóo,phó͘,phoo2,pho͘2,,,單字不成詞者
15421,剛,,kong,kong,kong1,kong1,,,單字不成詞者
15422,剝,文,pok,pok,pok4,pok4,,,單字不成詞者
15423,卿,,khing,kheng,khing1,kheng1,,,單字不成詞者
15424,原,,guân,goân,guan5,goan5,,,單字不成詞者
